analysis_id	stratum_1	stratum_2	stratum_3	stratum_4	stratum_5	count_value
10	1965	8532				10
10	1966	8507				13
10	1966	8532				11
10	1967	8507				9
10	1968	8507				11
10	1968	8532				12
10	1969	8507				6
10	1969	8532				7
10	1970	8532				12
10	1971	8507				10
10	1971	8532				7
10	1972	8507				7
10	1972	8532				7
10	1973	8507				6
10	1973	8532				10
10	1974	8507				8
10	1974	8532				6
10	1975	8532				9
10	1976	8532				11
10	1977	8507				8
10	1978	8507				9
10	1979	8532				11
10	1980	8507				9
10	1980	8532				6
10	1981	8532				8
10	1983	8507				6
10	1983	8532				9
10	1984	8507				7
10	1984	8532				9
10	1985	8532				10
10	1986	8507				7
10	1986	8532				9
10	1987	8507				9
10	1987	8532				8
10	1988	8507				13
10	1988	8532				8
10	1989	8532				9
10	1990	8507				13
10	1991	8507				7
10	1991	8532				8
10	1992	8507				8
10	1992	8532				11
10	1993	8532				6
10	1994	8507				9
10	1994	8532				10
10	1995	8507				8
10	1996	8532				9
10	1997	8507				6
10	1997	8532				9
10	1998	8507				7
10	1998	8532				7
10	1999	8532				8
10	2000	8507				8
10	2000	8532				6
10	2001	8507				8
10	2001	8532				11
10	2002	8532				10
10	2003	8532				9
10	2004	8532				6
10	2006	8532				6
10	2007	8507				9
10	2007	8532				6
10	2008	8532				7
10	2011	8507				7
10	2015	8532				6
10	2016	8532				6
10	2017	8507				7
10	2017	8532				6
10	2018	8507				9
2000010	0.161002 secs					6
11	1912	8507				14
11	1914	8507				8
11	1915	8507				7
11	1919	8507				11
11	1922	8507				8
11	1924	8507				10
11	1927	8507				11
11	1931	8507				11
11	1936	8532				6
11	1941	8507				9
11	1942	8507				11
11	1945	8507				7
11	1946	8532				7
11	1948	8532				8
11	1949	8532				8
11	1950	8507				6
11	1951	8532				6
11	1952	8507				8
11	1953	8532				7
11	1954	8532				11
11	1955	8507				6
11	1955	8532				6
11	1956	8507				10
11	1956	8532				11
11	1957	8507				8
11	1958	8507				6
11	1959	8507				8
11	1959	8532				10
11	1960	8507				9
11	1960	8532				15
11	1961	8532				7
11	1962	8507				7
11	1963	8507				10
11	1963	8532				8
11	1964	8532				13
11	1965	8532				10
11	1966	8507				13
11	1966	8532				11
11	1967	8507				9
11	1968	8507				11
11	1968	8532				12
11	1969	8507				6
11	1969	8532				7
11	1970	8532				12
11	1971	8507				10
11	1971	8532				7
11	1972	8507				7
11	1972	8532				7
11	1973	8507				6
11	1973	8532				10
11	1974	8507				8
11	1974	8532				6
11	1975	8532				9
11	1976	8532				11
11	1977	8507				8
11	1978	8507				9
11	1979	8532				11
11	1980	8507				9
11	1980	8532				6
11	1981	8532				8
11	1983	8507				6
11	1983	8532				9
11	1984	8507				7
11	1984	8532				9
11	1985	8532				10
11	1986	8507				7
11	1986	8532				9
11	1987	8507				9
11	1987	8532				8
11	1988	8507				13
11	1988	8532				8
11	1989	8532				9
11	1990	8507				13
11	1991	8507				7
11	1991	8532				8
11	1992	8507				8
11	1992	8532				11
11	1993	8532				6
11	1994	8507				9
11	1994	8532				10
11	1995	8507				8
11	1996	8532				9
11	1997	8507				6
11	1997	8532				9
11	1998	8507				7
11	1998	8532				7
11	1999	8532				8
11	2000	8507				8
11	2000	8532				6
11	2001	8507				8
11	2001	8532				11
11	2002	8532				10
11	2003	8532				9
11	2004	8532				6
11	2006	8532				6
11	2007	8507				9
11	2007	8532				6
11	2008	8532				7
11	2011	8507				7
11	2015	8532				6
11	2016	8532				6
11	2017	8507				7
11	2017	8532				6
11	2018	8507				9
2000011	0.030002 secs					6
12	0	0				6
12	0	38003563				102
12	8515	0				78
12	8516	0				81
12	8527	0				911
2000012	0.024999 secs					6
101	0					142
101	27					7
101	3					37
101	19					38
101	12					18
101	26					7
101	44					6
101	40					7
101	4					34
101	42					17
101	13					24
101	5					25
101	6					16
101	16					23
101	38					8
101	28					19
101	25					36
101	34					19
101	37					19
101	15					25
101	29					11
101	9					26
101	23					14
101	7					23
101	10					23
101	31					21
101	1					97
101	14					31
101	30					6
101	20					12
101	8					20
101	17					25
101	22					36
101	18					165
101	2					55
101	21					14
101	33					7
101	11					19
101	32					10
2000101	0.046002 secs					6
102	8507	3				18
102	8532	19				24
102	8532	3				19
102	8507	19				14
102	8507	12				10
102	8532	12				8
102	8507	42				14
102	8507	13				12
102	8532	5				8
102	8507	4				15
102	8532	13				12
102	8507	5				17
102	8532	4				19
102	8532	28				8
102	8532	6				11
102	8532	16				15
102	8507	38				6
102	8507	28				11
102	8507	16				8
102	8507	25				22
102	8532	34				6
102	8532	25				14
102	8507	34				13
102	8532	29				7
102	8507	37				8
102	8507	15				12
102	8532	37				11
102	8532	15				13
102	8507	9				10
102	8532	23				9
102	8532	9				16
102	8532	31				6
102	8507	7				13
102	8507	10				13
102	8507	31				15
102	8532	7				10
102	8532	10				10
102	8532	1				45
102	8507	1				52
102	8507	14				18
102	8532	14				13
102	8532	20				8
102	8507	17				11
102	8507	8				7
102	8532	22				16
102	8532	17				14
102	8532	8				13
102	8507	22				20
102	8507	2				26
102	8532	21				9
102	8507	18				79
102	8532	2				29
102	8532	18				86
102	8532	0				77
102	8532	11				13
102	8507	0				65
102	8507	11				6
2000102	0.029019 secs					6
108	17					10
108	23					6
108	35					6
108	47					7
108	60					6
108	84					7
108	86					8
108	95					7
108	97					9
108	98					8
108	103					6
108	107					6
108	109					16
108	110					18
108	111					51
108	112					12
108	113					11
108	114					12
108	115					11
108	116					14
108	117					10
108	118					8
108	119					10
108	120					7
108	210					6
108	217					6
108	544					6
2000108	0.035001 secs					6
109	1917					6
109	1919					8
109	1920					9
109	1921					11
109	1922					13
109	1923					15
109	1925					16
109	1926					19
109	1927					23
109	1928					25
109	1929					28
109	1930					31
109	1931					36
109	1932					40
109	1933					45
109	1934					47
109	1935					54
109	1936					55
109	1937					58
109	1938					61
109	1939					63
109	1940					67
109	1941					75
109	1942					79
109	1943					88
109	1944					89
109	1945					93
109	1946					96
109	1947					100
109	1948					102
109	1949					105
109	1950					110
109	1951					118
109	1952					123
109	1953					126
109	1954					133
109	1955					144
109	1956					149
109	1957					153
109	1958					161
109	1959					170
109	1960					176
109	1961					186
109	1962					193
109	1963					198
109	1964					209
109	1965					219
109	1966					231
109	1967					241
109	1968					255
109	1969					264
109	1970					271
109	1971					278
109	1972					283
109	1973					295
109	1974					306
109	1975					321
109	1976					326
109	1977					333
109	1978					352
109	1979					362
109	1980					373
109	1981					382
109	1982					389
109	1983					398
109	1984					414
109	1985					422
109	1986					432
109	1987					451
109	1988					453
109	1989					468
109	1990					492
109	1991					505
109	1992					524
109	1993					534
109	1994					546
109	1995					556
109	1996					567
109	1997					582
109	1998					595
109	1999					599
109	2000					617
109	2001					628
109	2002					645
109	2003					659
109	2004					675
109	2005					685
109	2006					696
109	2007					705
109	2008					720
109	2009					728
109	2010					832
109	2011					951
109	2012					971
109	2013					976
109	2014					973
109	2015					977
109	2016					979
109	2017					946
109	2018					811
2000109	0.083995 secs					6
110	191703					6
110	191704					7
110	191904					8
110	192002					9
110	192006					10
110	192102					11
110	192112					12
110	192204					13
110	192205					14
110	192210					15
110	192303					16
110	192502					16
110	192510					17
110	192603					19
110	192605					20
110	192610					22
110	192704					23
110	192707					24
110	192804					25
110	192812					27
110	192903					28
110	192905					29
110	192908					30
110	193004					31
110	193010					35
110	193102					36
110	193103					37
110	193105					38
110	193203					40
110	193205					41
110	193211					42
110	193212					44
110	193302					45
110	193306					46
110	193401					47
110	193404					49
110	193408					51
110	193508					54
110	193603					55
110	193604					56
110	193606					57
110	193704					58
110	193705					59
110	193805					61
110	193808					62
110	193902					63
110	193904					64
110	193910					65
110	193911					66
110	194001					68
110	194002					69
110	194005					69
110	194006					71
110	194007					72
110	194010					73
110	194012					74
110	194102					75
110	194105					76
110	194106					77
110	194107					78
110	194201					79
110	194204					80
110	194206					81
110	194208					87
110	194307					88
110	194310					89
110	194405					90
110	194412					92
110	194504					93
110	194505					94
110	194509					95
110	194601					96
110	194604					98
110	194607					99
110	194611					101
110	194701					101
110	194706					102
110	194803					102
110	194805					103
110	194811					104
110	194904					105
110	194905					106
110	194906					108
110	194908					109
110	195002					110
110	195003					112
110	195005					113
110	195006					115
110	195008					116
110	195102					118
110	195104					121
110	195105					122
110	195205					123
110	195206					124
110	195212					125
110	195301					126
110	195304					127
110	195305					129
110	195306					130
110	195307					131
110	195309					132
110	195402					133
110	195405					134
110	195406					137
110	195407					138
110	195408					139
110	195410					141
110	195411					142
110	195504					144
110	195509					145
110	195510					146
110	195511					147
110	195512					148
110	195603					149
110	195604					150
110	195608					151
110	195701					153
110	195702					154
110	195705					155
110	195707					156
110	195708					157
110	195709					158
110	195711					159
110	195801					161
110	195803					162
110	195806					164
110	195807					165
110	195809					169
110	195810					170
110	195902					171
110	195903					173
110	195909					174
110	195911					174
110	195912					175
110	196002					176
110	196003					177
110	196005					180
110	196006					181
110	196010					182
110	196012					185
110	196106					186
110	196107					189
110	196108					190
110	196111					191
110	196112					192
110	196205					193
110	196206					194
110	196207					196
110	196211					197
110	196212					198
110	196303					199
110	196304					201
110	196306					204
110	196310					207
110	196401					209
110	196406					212
110	196407					214
110	196409					216
110	196411					218
110	196412					219
110	196503					220
110	196504					221
110	196506					225
110	196508					229
110	196509					230
110	196510					230
110	196512					231
110	196603					231
110	196604					232
110	196605					233
110	196607					235
110	196608					237
110	196610					238
110	196612					239
110	196701					242
110	196703					248
110	196704					250
110	196706					251
110	196709					252
110	196710					253
110	196711					254
110	196712					254
110	196801					256
110	196802					257
110	196805					258
110	196807					259
110	196810					260
110	196811					263
110	196901					265
110	196905					266
110	196906					267
110	196908					268
110	196909					269
110	197001					271
110	197002					272
110	197003					273
110	197005					274
110	197006					276
110	197009					277
110	197104					279
110	197105					280
110	197107					280
110	197108					281
110	197110					282
110	197112					283
110	197202					284
110	197203					287
110	197204					289
110	197205					290
110	197206					291
110	197207					291
110	197209					294
110	197210					295
110	197301					296
110	197303					297
110	197304					298
110	197305					300
110	197306					302
110	197307					305
110	197309					304
110	197311					305
110	197312					306
110	197401					307
110	197403					307
110	197405					308
110	197406					310
110	197407					311
110	197408					315
110	197409					316
110	197410					319
110	197411					320
110	197501					321
110	197502					322
110	197505					323
110	197510					324
110	197512					325
110	197601					326
110	197604					327
110	197606					328
110	197607					330
110	197608					331
110	197609					332
110	197611					333
110	197612					335
110	197703					336
110	197705					338
110	197706					340
110	197707					343
110	197708					345
110	197709					347
110	197710					348
110	197711					349
110	197712					351
110	197801					353
110	197804					353
110	197807					354
110	197809					358
110	197810					360
110	197811					361
110	197812					362
110	197901					362
110	197902					363
110	197903					364
110	197904					365
110	197905					366
110	197907					369
110	197910					370
110	198001					373
110	198002					373
110	198003					374
110	198004					376
110	198005					377
110	198007					379
110	198010					382
110	198011					383
110	198012					384
110	198103					385
110	198105					386
110	198108					385
110	198109					386
110	198110					388
110	198111					389
110	198112					390
110	198201					391
110	198202					393
110	198204					392
110	198205					394
110	198206					395
110	198208					396
110	198211					397
110	198212					399
110	198301					400
110	198303					401
110	198304					401
110	198306					404
110	198307					404
110	198309					407
110	198310					410
110	198311					411
110	198312					412
110	198402					414
110	198403					415
110	198407					418
110	198409					420
110	198410					421
110	198411					422
110	198501					422
110	198503					423
110	198504					424
110	198506					425
110	198509					426
110	198510					427
110	198511					430
110	198512					432
110	198601					435
110	198603					436
110	198604					437
110	198605					436
110	198606					439
110	198607					440
110	198609					443
110	198611					446
110	198612					452
110	198701					453
110	198703					454
110	198704					456
110	198705					457
110	198706					458
110	198712					459
110	198801					460
110	198803					459
110	198804					460
110	198805					463
110	198806					462
110	198807					462
110	198808					464
110	198809					465
110	198810					465
110	198811					467
110	198812					469
110	198901					471
110	198902					477
110	198903					480
110	198904					482
110	198905					484
110	198906					485
110	198907					486
110	198908					491
110	198911					492
110	198912					493
110	199001					493
110	199002					495
110	199003					495
110	199004					499
110	199007					502
110	199008					503
110	199009					506
110	199010					507
110	199101					507
110	199104					511
110	199105					511
110	199106					513
110	199107					517
110	199108					521
110	199109					522
110	199111					524
110	199112					526
110	199202					528
110	199203					528
110	199204					529
110	199205					532
110	199206					533
110	199208					534
110	199209					535
110	199210					536
110	199212					536
110	199301					537
110	199303					538
110	199304					540
110	199305					541
110	199307					542
110	199308					543
110	199309					545
110	199312					544
110	199401					546
110	199403					548
110	199404					550
110	199405					552
110	199406					554
110	199409					555
110	199410					556
110	199411					557
110	199412					558
110	199502					561
110	199503					562
110	199505					561
110	199506					562
110	199507					565
110	199508					567
110	199509					569
110	199510					570
110	199512					570
110	199601					570
110	199603					570
110	199605					571
110	199607					573
110	199608					577
110	199610					581
110	199611					582
110	199612					583
110	199701					584
110	199704					586
110	199705					588
110	199706					589
110	199707					593
110	199708					596
110	199709					597
110	199710					596
110	199711					599
110	199802					598
110	199803					599
110	199805					598
110	199806					598
110	199807					600
110	199809					601
110	199810					604
110	199811					604
110	199901					605
110	199902					606
110	199903					611
110	199904					611
110	199905					613
110	199906					616
110	199907					616
110	199908					617
110	199909					618
110	199910					618
110	199912					617
110	200001					619
110	200002					620
110	200003					621
110	200005					622
110	200007					626
110	200008					627
110	200009					627
110	200010					628
110	200011					629
110	200101					630
110	200102					632
110	200103					634
110	200105					636
110	200107					637
110	200108					640
110	200110					641
110	200111					643
110	200112					647
110	200204					649
110	200205					650
110	200206					653
110	200208					657
110	200209					660
110	200210					660
110	200211					660
110	200212					662
110	200301					664
110	200303					665
110	200304					667
110	200306					669
110	200307					671
110	200309					673
110	200310					674
110	200311					674
110	200312					674
110	200401					676
110	200402					677
110	200403					678
110	200404					681
110	200405					682
110	200406					684
110	200407					686
110	200409					686
110	200412					687
110	200501					689
110	200503					691
110	200504					691
110	200505					693
110	200507					694
110	200510					696
110	200511					698
110	200512					699
110	200601					700
110	200602					703
110	200605					704
110	200608					704
110	200610					705
110	200612					707
110	200701					708
110	200702					710
110	200703					713
110	200704					713
110	200705					715
110	200707					720
110	200708					722
110	200709					725
110	200802					724
110	200803					725
110	200804					726
110	200805					731
110	200806					732
110	200809					731
110	200811					731
110	200812					732
110	200901					732
110	200902					736
110	200903					738
110	200904					742
110	200905					745
110	200906					751
110	200907					756
110	200908					757
110	200909					763
110	200910					770
110	200911					797
110	200912					823
110	201001					839
110	201002					858
110	201003					877
110	201004					897
110	201005					909
110	201006					917
110	201007					930
110	201008					937
110	201009					943
110	201010					955
110	201011					955
110	201012					953
110	201101					955
110	201102					957
110	201103					959
110	201104					965
110	201105					966
110	201106					970
110	201107					970
110	201108					971
110	201109					973
110	201110					976
110	201111					977
110	201112					978
110	201202					978
110	201203					979
110	201204					981
110	201205					981
110	201206					982
110	201208					983
110	201210					981
110	201211					980
110	201304					981
110	201306					979
110	201308					980
110	201406					977
110	201407					978
110	201409					978
110	201410					980
110	201412					979
110	201501					980
110	201502					983
110	201503					984
110	201507					985
110	201510					985
110	201511					986
110	201512					986
110	201601					987
110	201602					986
110	201603					987
110	201606					988
110	201609					991
110	201701					985
110	201702					985
110	201703					984
110	201704					982
110	201705					981
110	201706					979
110	201709					973
110	201710					968
110	201712					958
110	201802					955
110	201803					955
110	201804					953
110	201807					939
110	201808					933
110	201809					927
110	201902					723
110	201907					299
110	201908					169
2000110	0.262003 secs					6
111	194206					6
111	198611					6
111	200905					7
111	200908					7
111	200909					7
111	200910					27
111	200911					27
111	200912					16
111	201001					19
111	201002					18
111	201003					18
111	201004					16
111	201005					8
111	201006					13
111	201007					8
111	201008					7
111	201009					12
2000111	0.030999 secs					6
112	201704					6
112	201710					6
112	201712					8
112	201807					6
112	201808					9
112	201809					9
112	201810					29
112	201811					37
112	201812					39
112	201901					54
112	201902					50
112	201903					64
112	201904					81
112	201905					83
112	201906					85
112	201907					111
112	201908					134
112	201909					165
2000112	0.025999 secs					6
113	1					1178
2000113	0.028999 secs					6
2000114	0.165001 secs					6
2000115	0.027984 secs					6
116	1917	8507	0			6
116	1919	8507	0			7
116	1920	8507	0			9
116	1921	8507	0			9
116	1922	8507	0			9
116	1923	8507	0			9
116	1925	8507	1			8
116	1926	8507	0			6
116	1926	8507	1			10
116	1927	8507	0			8
116	1927	8507	1			10
116	1928	8507	0			9
116	1928	8507	1			12
116	1929	8507	0			8
116	1929	8507	1			15
116	1929	8532	1			7
116	1930	8507	0			8
116	1930	8507	1			20
116	1931	8507	0			9
116	1931	8507	1			20
116	1931	8532	1			6
116	1932	8507	1			16
116	1932	8507	2			12
116	1932	8532	1			7
116	1933	8507	1			17
116	1933	8507	2			12
116	1933	8532	1			7
116	1934	8507	1			15
116	1934	8507	2			17
116	1934	8532	1			11
116	1935	8507	1			11
116	1935	8507	2			21
116	1935	8532	1			9
116	1935	8532	2			6
116	1936	8507	0			6
116	1936	8507	1			13
116	1936	8507	2			21
116	1936	8532	2			10
116	1937	8507	1			19
116	1937	8507	2			22
116	1937	8532	2			10
116	1938	8507	1			18
116	1938	8507	2			24
116	1938	8532	2			10
116	1939	8507	1			13
116	1939	8507	2			32
116	1939	8532	2			14
116	1940	8507	1			15
116	1940	8507	2			34
116	1940	8532	2			12
116	1941	8507	1			15
116	1941	8507	2			32
116	1941	8532	1			6
116	1941	8532	2			13
116	1942	8507	0			6
116	1942	8507	1			14
116	1942	8507	2			25
116	1942	8507	3			16
116	1942	8532	1			9
116	1942	8532	2			12
116	1943	8507	0			8
116	1943	8507	1			14
116	1943	8507	2			25
116	1943	8507	3			16
116	1943	8532	1			6
116	1943	8532	2			15
116	1944	8507	0			8
116	1944	8507	2			32
116	1944	8507	3			22
116	1944	8532	1			6
116	1944	8532	2			15
116	1945	8507	0			7
116	1945	8507	1			7
116	1945	8507	2			28
116	1945	8507	3			27
116	1945	8532	2			14
116	1945	8532	3			7
116	1946	8507	0			9
116	1946	8507	1			8
116	1946	8507	2			27
116	1946	8507	3			28
116	1946	8532	2			9
116	1946	8532	3			12
116	1947	8507	0			8
116	1947	8507	2			31
116	1947	8507	3			29
116	1947	8532	2			10
116	1947	8532	3			12
116	1948	8507	0			7
116	1948	8507	1			7
116	1948	8507	2			29
116	1948	8507	3			31
116	1948	8532	2			10
116	1948	8532	3			12
116	1949	8507	0			7
116	1949	8507	1			9
116	1949	8507	2			24
116	1949	8507	3			38
116	1949	8532	2			8
116	1949	8532	3			17
116	1950	8507	0			9
116	1950	8507	1			12
116	1950	8507	2			24
116	1950	8507	3			38
116	1950	8532	0			6
116	1950	8532	2			8
116	1950	8532	3			14
116	1951	8507	0			6
116	1951	8507	1			9
116	1951	8507	2			31
116	1951	8507	3			37
116	1951	8532	0			6
116	1951	8532	1			6
116	1951	8532	2			8
116	1951	8532	3			14
116	1952	8507	1			11
116	1952	8507	2			25
116	1952	8507	3			31
116	1952	8507	4			16
116	1952	8532	0			7
116	1952	8532	2			12
116	1952	8532	3			13
116	1953	8507	0			6
116	1953	8507	1			12
116	1953	8507	2			25
116	1953	8507	3			31
116	1953	8507	4			17
116	1953	8532	0			7
116	1953	8532	1			6
116	1953	8532	2			9
116	1953	8532	3			16
116	1954	8507	0			6
116	1954	8507	1			13
116	1954	8507	2			17
116	1954	8507	3			33
116	1954	8507	4			24
116	1954	8532	0			10
116	1954	8532	1			10
116	1954	8532	2			11
116	1954	8532	3			16
116	1955	8507	0			6
116	1955	8507	1			17
116	1955	8507	2			18
116	1955	8507	3			27
116	1955	8507	4			30
116	1955	8532	0			10
116	1955	8532	1			9
116	1955	8532	2			8
116	1955	8532	3			16
116	1955	8532	4			8
116	1956	8507	0			6
116	1956	8507	1			19
116	1956	8507	2			18
116	1956	8507	3			26
116	1956	8507	4			31
116	1956	8532	0			11
116	1956	8532	1			7
116	1956	8532	2			11
116	1956	8532	3			11
116	1956	8532	4			13
116	1957	8507	0			7
116	1957	8507	1			17
116	1957	8507	2			14
116	1957	8507	3			33
116	1957	8507	4			32
116	1957	8532	0			14
116	1957	8532	1			9
116	1957	8532	2			11
116	1957	8532	3			11
116	1957	8532	4			13
116	1958	8507	0			9
116	1958	8507	1			17
116	1958	8507	2			18
116	1958	8507	3			33
116	1958	8507	4			33
116	1958	8532	0			12
116	1958	8532	1			14
116	1958	8532	2			11
116	1958	8532	3			11
116	1958	8532	4			13
116	1959	8507	0			9
116	1959	8507	1			18
116	1959	8507	2			20
116	1959	8507	3			27
116	1959	8507	4			40
116	1959	8532	0			11
116	1959	8532	1			13
116	1959	8532	2			12
116	1959	8532	3			10
116	1959	8532	4			17
116	1960	8507	0			10
116	1960	8507	1			22
116	1960	8507	2			22
116	1960	8507	3			27
116	1960	8507	4			39
116	1960	8532	0			11
116	1960	8532	1			14
116	1960	8532	2			14
116	1960	8532	3			10
116	1960	8532	4			14
116	1961	8507	0			10
116	1961	8507	1			18
116	1961	8507	2			19
116	1961	8507	3			34
116	1961	8507	4			37
116	1961	8532	0			14
116	1961	8532	1			14
116	1961	8532	2			16
116	1961	8532	3			10
116	1961	8532	4			14
116	1962	8507	0			11
116	1962	8507	1			14
116	1962	8507	2			24
116	1962	8507	3			27
116	1962	8507	4			30
116	1962	8507	5			18
116	1962	8532	0			14
116	1962	8532	1			16
116	1962	8532	2			12
116	1962	8532	3			16
116	1962	8532	4			13
116	1963	8507	0			10
116	1963	8507	1			17
116	1963	8507	2			24
116	1963	8507	3			30
116	1963	8507	4			30
116	1963	8507	5			18
116	1963	8532	0			17
116	1963	8532	1			16
116	1963	8532	2			14
116	1963	8532	3			13
116	1963	8532	4			16
116	1964	8507	0			15
116	1964	8507	1			19
116	1964	8507	2			24
116	1964	8507	3			20
116	1964	8507	4			33
116	1964	8507	5			25
116	1964	8532	0			16
116	1964	8532	1			19
116	1964	8532	2			15
116	1964	8532	3			14
116	1964	8532	4			16
116	1965	8507	0			16
116	1965	8507	1			18
116	1965	8507	2			28
116	1965	8507	3			22
116	1965	8507	4			30
116	1965	8507	5			31
116	1965	8532	0			17
116	1965	8532	1			21
116	1965	8532	2			15
116	1965	8532	3			11
116	1965	8532	4			16
116	1965	8532	5			8
116	1966	8507	0			15
116	1966	8507	1			18
116	1966	8507	2			32
116	1966	8507	3			22
116	1966	8507	4			29
116	1966	8507	5			32
116	1966	8532	0			16
116	1966	8532	1			25
116	1966	8532	2			17
116	1966	8532	3			14
116	1966	8532	4			10
116	1966	8532	5			13
116	1967	8507	0			15
116	1967	8507	1			19
116	1967	8507	2			32
116	1967	8507	3			17
116	1967	8507	4			38
116	1967	8507	5			33
116	1967	8532	0			21
116	1967	8532	1			25
116	1967	8532	2			20
116	1967	8532	3			14
116	1967	8532	4			10
116	1967	8532	5			13
116	1968	8507	0			17
116	1968	8507	1			18
116	1968	8507	2			31
116	1968	8507	3			20
116	1968	8507	4			37
116	1968	8507	5			34
116	1968	8532	0			23
116	1968	8532	1			22
116	1968	8532	2			26
116	1968	8532	3			16
116	1968	8532	4			9
116	1968	8532	5			13
116	1969	8507	0			14
116	1969	8507	1			23
116	1969	8507	2			29
116	1969	8507	3			23
116	1969	8507	4			29
116	1969	8507	5			41
116	1969	8532	0			21
116	1969	8532	1			23
116	1969	8532	2			27
116	1969	8532	3			15
116	1969	8532	4			10
116	1969	8532	5			17
116	1970	8507	0			12
116	1970	8507	1			24
116	1970	8507	2			31
116	1970	8507	3			25
116	1970	8507	4			29
116	1970	8507	5			40
116	1970	8532	0			17
116	1970	8532	1			30
116	1970	8532	2			27
116	1970	8532	3			17
116	1970	8532	4			10
116	1970	8532	5			14
116	1971	8507	0			14
116	1971	8507	1			22
116	1971	8507	2			28
116	1971	8507	3			22
116	1971	8507	4			36
116	1971	8507	5			38
116	1971	8532	0			18
116	1971	8532	1			29
116	1971	8532	2			29
116	1971	8532	3			18
116	1971	8532	4			10
116	1971	8532	5			14
116	1972	8507	0			16
116	1972	8507	1			23
116	1972	8507	2			27
116	1972	8507	3			27
116	1972	8507	4			29
116	1972	8507	5			34
116	1972	8507	6			15
116	1972	8532	0			19
116	1972	8532	1			28
116	1972	8532	2			34
116	1972	8532	3			14
116	1972	8532	4			14
116	1972	8532	5			13
116	1973	8507	0			14
116	1973	8507	1			26
116	1973	8507	2			28
116	1973	8507	3			27
116	1973	8507	4			33
116	1973	8507	5			34
116	1973	8507	6			15
116	1973	8532	0			19
116	1973	8532	1			30
116	1973	8532	2			36
116	1973	8532	3			16
116	1973	8532	4			12
116	1973	8532	5			15
116	1974	8507	0			14
116	1974	8507	1			30
116	1974	8507	2			30
116	1974	8507	3			28
116	1974	8507	4			23
116	1974	8507	5			37
116	1974	8507	6			23
116	1974	8532	0			17
116	1974	8532	1			31
116	1974	8532	2			41
116	1974	8532	3			18
116	1974	8532	4			13
116	1974	8532	5			14
116	1975	8507	0			14
116	1975	8507	1			29
116	1975	8507	2			28
116	1975	8507	3			32
116	1975	8507	4			25
116	1975	8507	5			31
116	1975	8507	6			28
116	1975	8532	0			14
116	1975	8532	1			32
116	1975	8532	2			43
116	1975	8532	3			19
116	1975	8532	4			11
116	1975	8532	5			12
116	1975	8532	6			8
116	1976	8507	0			12
116	1976	8507	1			27
116	1976	8507	2			33
116	1976	8507	3			36
116	1976	8507	4			25
116	1976	8507	5			30
116	1976	8507	6			29
116	1976	8532	0			14
116	1976	8532	1			29
116	1976	8532	2			46
116	1976	8532	3			20
116	1976	8532	4			16
116	1976	8532	5			8
116	1976	8532	6			12
116	1977	8507	0			13
116	1977	8507	1			27
116	1977	8507	2			36
